Author,Title,Type of Ban,State,District,Origin of Challenge,Frequency,ID,Students_tested,Reading_proficiency_rate,Average_proficiency,District_bans,Year,Diff_from_mean
,,,Colorado,"Ellicott, school district no. 22, in the county of el paso a",,0.0,803750.0,554,33.0,54.32355555555556,0.0,2021,-21.32355555555556
,,,Colorado,"Englewood, school district no. 1, in the county of arapahoe",,0.0,803780.0,1313,23.0,54.32355555555556,0.0,2021,-31.32355555555556
,,,Colorado,Estes park school district r-3,,0.0,803810.0,630,40.0,54.32355555555556,0.0,2021,-14.323555555555558
,,,Colorado,Park county school district no. re-2,,0.0,803840.0,273,36.0,54.32355555555556,0.0,2021,-18.32355555555556
,,,Colorado,"Falcon, school district no. 49, in the county of el paso and",,0.0,803870.0,8990,38.0,54.32355555555556,0.0,2021,-16.323555555555558
,,,Colorado,Fremont re-2,,0.0,803960.0,847,27.0,54.32355555555556,0.0,2021,-27.32355555555556
,,,Colorado,Poudre school district r-1,,0.0,803990.0,14860,55.0,54.32355555555556,0.0,2021,0.6764444444444422
,,,Colorado,Weld county reorganized school district no. re-8,,0.0,804020.0,1294,22.0,54.32355555555556,0.0,2021,-32.32355555555556
,,,Colorado,"School district no. re-3, fort morgan",,0.0,804050.0,1754,33.0,54.32355555555556,0.0,2021,-21.32355555555556
,,,Colorado,"Fountain, school district no. 8, in the county of el paso an",,0.0,804080.0,4218,40.0,54.32355555555556,0.0,2021,-14.323555555555558
,,,Colorado,Fowler school district no. r4j,,0.0,804110.0,236,36.0,54.32355555555556,0.0,2021,-18.32355555555556
,,,Colorado,Weld county reorganized school district no. re-1,,0.0,804200.0,1194,31.0,54.32355555555556,0.0,2021,-23.32355555555556
,,,Colorado,Gilpin county school district no. re-1,,0.0,804230.0,233,43.0,54.32355555555556,0.0,2021,-11.323555555555558
,,,Colorado,Roaring fork school district no. re-1,,0.0,804260.0,2955,38.0,54.32355555555556,0.0,2021,-16.323555555555558
,,,Colorado,East grand school district no. 2,,0.0,804320.0,728,48.0,54.32355555555556,0.0,2021,-6.323555555555558
,,,Colorado,Mesa county valley school district no. 51,,0.0,804350.0,9591,35.0,54.32355555555556,0.0,2021,-19.32355555555556
,,,Colorado,"Grand valley, school district no. 16, in the county of garfi",,0.0,804380.0,552,25.0,54.32355555555556,0.0,2021,-29.32355555555556
,,,Colorado,"Greeley,school district no. 6, in the county of weld and sta",,0.0,804410.0,12270,27.0,54.32355555555556,0.0,2021,-27.32355555555556
,,,Colorado,Gunnison watershed school district re1j,,0.0,804470.0,1123,47.0,54.32355555555556,0.0,2021,-7.323555555555558
,,,Colorado,"Harrison, school district no. 2, in the county of el paso an",,0.0,804530.0,6082,36.0,54.32355555555556,0.0,2021,-18.32355555555556
,,,Colorado,Hayden school district no. re 1,,0.0,804590.0,225,33.0,54.32355555555556,0.0,2021,-21.32355555555556
,,,Colorado,Hoehne reorganized school district no. 3,,0.0,804650.0,229,33.0,54.32355555555556,0.0,2021,-21.32355555555556
,,,Colorado,Holyoke school district no. re-1j,,0.0,804710.0,357,34.0,54.32355555555556,0.0,2021,-20.32355555555556
,,,Colorado,Ignacio school district no. 11jt,,0.0,804770.0,427,15.0,54.32355555555556,0.0,2021,-39.32355555555556
,,,Colorado,Jefferson county school district no. r-1,,0.0,804800.0,45003,49.0,54.32355555555556,0.0,2021,-5.323555555555558
,,,Colorado,Weld county school district no. re-5j,,0.0,804830.0,1810,34.0,54.32355555555556,0.0,2021,-20.32355555555556
,,,Colorado,Weld county school district re-3j,,0.0,804920.0,1323,28.0,54.32355555555556,0.0,2021,-26.32355555555556
,,,Colorado,Weld county school district no. re-7,,0.0,804950.0,694,43.0,54.32355555555556,0.0,2021,-11.323555555555558
,,,Colorado,West grand school district no. 1,,0.0,805070.0,253,35.0,54.32355555555556,0.0,2021,-19.32355555555556
,,,Colorado,North conejos school district no. re1j,,0.0,805100.0,587,37.0,54.32355555555556,0.0,2021,-17.323555555555558
,,,Colorado,East otero school district no. r1,,0.0,805130.0,759,24.0,54.32355555555556,0.0,2021,-30.32355555555556
,,,Colorado,Lake county school district no. r-1,,0.0,805190.0,536,13.0,54.32355555555556,0.0,2021,-41.32355555555556
,,,Colorado,Lamar school district no. re-2,,0.0,805220.0,843,27.0,54.32355555555556,0.0,2021,-27.32355555555556
,,,Colorado,Las animas school district no. re-1,,0.0,805250.0,280,43.0,54.32355555555556,0.0,2021,-11.323555555555558
,,,Colorado,"Limon school district, no. re 4j",,0.0,805280.0,292,55.0,54.32355555555556,0.0,2021,0.6764444444444422
,,,Colorado,"Littleton, school district no. 6, in the county of arapahoe",,0.0,805310.0,7136,55.0,54.32355555555556,0.0,2021,0.6764444444444422
,,,Colorado,St. vrain valley school district no. re1j,,0.0,805370.0,15694,43.0,54.32355555555556,0.0,2021,-11.323555555555558
,,,Colorado,Thompson school district r-2j,,0.0,805400.0,7169,40.0,54.32355555555556,0.0,2021,-14.323555555555558
,,,Colorado,"Manitou springs, school district no. 14, in the county of el",,0.0,805490.0,537,44.0,54.32355555555556,0.0,2021,-10.323555555555558
,,,Colorado,"Mapleton, school district no. 1, in the county of adams & st",,0.0,805550.0,4641,25.0,54.32355555555556,0.0,2021,-29.32355555555556
,,,Colorado,Meeker school district re1,,0.0,805610.0,367,37.0,54.32355555555556,0.0,2021,-17.323555555555558
,,,Colorado,Moffat county school district re: no. 1,,0.0,805730.0,1186,22.0,54.32355555555556,0.0,2021,-32.32355555555556
,,,Colorado,Monte vista school district no. c-8,,0.0,805760.0,597,23.0,54.32355555555556,0.0,2021,-31.32355555555556
,,,Colorado,Montrose county school district re-1j,,0.0,805790.0,2760,36.0,54.32355555555556,0.0,2021,-18.32355555555556
,,,Colorado,"Lewis-palmer consolidated, school district no. 38, in the co",,0.0,805820.0,2799,59.0,54.32355555555556,0.0,2021,4.676444444444442
,,,Colorado,"Peyton, school district no. 23, in the county of el paso and",,0.0,806060.0,265,33.0,54.32355555555556,0.0,2021,-21.32355555555556
,,,Colorado,"Pueblo, school district no. 60, in the county of pueblo and",,0.0,806120.0,9578,30.0,54.32355555555556,0.0,2021,-24.32355555555556
,,,Colorado,Pueblo county school district 70,,0.0,806150.0,5454,39.0,54.32355555555556,0.0,2021,-15.323555555555558
,,,Colorado,Rangely school district re4,,0.0,806180.0,259,24.0,54.32355555555556,0.0,2021,-30.32355555555556
,,,Colorado,"Ridgway, school district no. r-2,  of  the county of ouray a",,0.0,806210.0,207,57.0,54.32355555555556,0.0,2021,2.676444444444442
,,,Colorado,Garfield school district no. re-2,,0.0,806240.0,2343,33.0,54.32355555555556,0.0,2021,-21.32355555555556
,,,Colorado,Rocky ford school district no. r2,,0.0,806270.0,492,26.0,54.32355555555556,0.0,2021,-28.32355555555556
,,,Colorado,Salida school district no. r-32,,0.0,806330.0,661,60.0,54.32355555555556,0.0,2021,5.676444444444442
,,,Colorado,"Sanford, school district no. 6, in the county of conejos and",,0.0,806390.0,211,37.0,54.32355555555556,0.0,2021,-17.323555555555558
,,,Colorado,Sargent school district no. re-33j,,0.0,806450.0,256,38.0,54.32355555555556,0.0,2021,-16.323555555555558
,,,Colorado,School district no. 3 in the county of el paso and state of,,0.0,806480.0,5302,35.0,54.32355555555556,0.0,2021,-19.32355555555556
,,,Colorado,Sheridan school district no. 2,,0.0,806540.0,783,25.0,54.32355555555556,0.0,2021,-29.32355555555556
,,,Colorado,Steamboat springs school district no. re 2,,0.0,806660.0,1394,58.0,54.32355555555556,0.0,2021,3.676444444444442
,,,Colorado,"School district no. re-1, valley",,0.0,806690.0,1229,32.0,54.32355555555556,0.0,2021,-22.32355555555556
,,,Colorado,Strasburg school district 31j,,0.0,806750.0,563,42.0,54.32355555555556,0.0,2021,-12.323555555555558
,,,Colorado,Summit school district no. re 1,,0.0,806810.0,1902,50.0,54.32355555555556,0.0,2021,-4.323555555555558
,,,Colorado,"Swink, school district no. 33, in the county of otero and st",,0.0,806840.0,224,38.0,54.32355555555556,0.0,2021,-16.323555555555558
,,,Colorado,Telluride school district no. r-1,,0.0,806870.0,326,60.0,54.32355555555556,0.0,2021,5.676444444444442
,,,Colorado,Adams 12 five star schools,,0.0,806900.0,22440,36.0,54.32355555555556,0.0,2021,-18.32355555555556
,,,Colorado,"Trinidad, school district 1, in the county of las animas and",,0.0,806960.0,645,23.0,54.32355555555556,0.0,2021,-31.32355555555556
,,,Colorado,Huerfano school district re-1,,0.0,807080.0,214,22.0,54.32355555555556,0.0,2021,-32.32355555555556
,,,Colorado,Custer county school district consolidate 1,,0.0,807200.0,204,37.0,54.32355555555556,0.0,2021,-17.323555555555558
,,,Colorado,"Westminster, school district no. 50, in the county of adams",,0.0,807230.0,5595,18.0,54.32355555555556,0.0,2021,-36.32355555555556
,,,Colorado,"School district no. re-50, wiggins",,0.0,807290.0,291,40.0,54.32355555555556,0.0,2021,-14.323555555555558
,,,Colorado,Weld county reorganized school district no. re-4,,0.0,807350.0,2643,47.0,54.32355555555556,0.0,2021,-7.323555555555558
,,,Colorado,Woodland park school district no. re-2,,0.0,807380.0,1269,43.0,54.32355555555556,0.0,2021,-11.323555555555558
,,,Connecticut,Connecticut technical high sc,,0.0,900002.0,2435,47.0,54.32355555555556,0.0,2021,-7.323555555555558
,,,Connecticut,Jumoke academy district,,0.0,900007.0,425,38.0,54.32355555555556,0.0,2021,-16.323555555555558
,,,Connecticut,Odyssey community school dist,,0.0,900009.0,210,58.0,54.32355555555556,0.0,2021,3.676444444444442
,,,Connecticut,Intrdist sch for arts and com,,0.0,900011.0,251,36.0,54.32355555555556,0.0,2021,-18.32355555555556
,,,Connecticut,Amistad academy district,,0.0,900024.0,544,49.0,54.32355555555556,0.0,2021,-5.323555555555558
,,,Connecticut,New beginnings inc.,,0.0,900028.0,242,41.0,54.32355555555556,0.0,2021,-13.323555555555558
,,,Connecticut,Park city prep charter school,,0.0,900033.0,342,28.0,54.32355555555556,0.0,2021,-26.32355555555556
,,,Connecticut,Ansonia school district,,0.0,900060.0,1233,37.0,54.32355555555556,0.0,2021,-17.323555555555558
,,,Connecticut,Area cooperative educational,,0.0,900070.0,1442,35.0,54.32355555555556,0.0,2021,-19.32355555555556
,,,Connecticut,Ashford school district,,0.0,900090.0,254,61.0,54.32355555555556,0.0,2021,6.676444444444442
,,,Connecticut,Avon school district,,0.0,900120.0,1825,82.0,54.32355555555556,0.0,2021,27.67644444444444
,,,Connecticut,Highville mustard seed charte,,0.0,900207.0,212,39.0,54.32355555555556,0.0,2021,-15.323555555555558
,,,Connecticut,Bridgeport achievement first,,0.0,900208.0,564,36.0,54.32355555555556,0.0,2021,-18.32355555555556
,,,Connecticut,Berlin school district,,0.0,900210.0,1604,60.0,54.32355555555556,0.0,2021,5.676444444444442
,,,Connecticut,Achievement first hartford ac,,0.0,900212.0,549,42.0,54.32355555555556,0.0,2021,-12.323555555555558
,,,Connecticut,Elm city college preparatory,,0.0,900214.0,356,55.0,54.32355555555556,0.0,2021,0.6764444444444422
,,,Connecticut,Bethany school district,,0.0,900240.0,236,68.0,54.32355555555556,0.0,2021,13.676444444444442
,,,Connecticut,Bethel school district,,0.0,900270.0,1528,68.0,54.32355555555556,0.0,2021,13.676444444444442
,,,Connecticut,Bloomfield school district,,0.0,900330.0,898,48.0,54.32355555555556,0.0,2021,-6.323555555555558
,,,Connecticut,Bolton school district,,0.0,900360.0,444,74.0,54.32355555555556,0.0,2021,19.67644444444444
,,,Connecticut,Branford school district,,0.0,900420.0,1598,60.0,54.32355555555556,0.0,2021,5.676444444444442
,,,Connecticut,Bridgeport school district,,0.0,900450.0,10124,24.0,54.32355555555556,0.0,2021,-30.32355555555556
,,,Connecticut,Bristol school district,,0.0,900510.0,4202,52.0,54.32355555555556,0.0,2021,-2.323555555555558
,,,Connecticut,Brookfield school district,,0.0,900540.0,1445,70.0,54.32355555555556,0.0,2021,15.676444444444442
,,,Connecticut,Brooklyn school district,,0.0,900570.0,540,68.0,54.32355555555556,0.0,2021,13.676444444444442
,,,Connecticut,Canterbury school district,,0.0,900660.0,313,53.0,54.32355555555556,0.0,2021,-1.3235555555555578
,,,Connecticut,Canton school district,,0.0,900690.0,909,75.0,54.32355555555556,0.0,2021,20.67644444444444
,,,Connecticut,Capitol region education coun,,0.0,900700.0,3460,48.0,54.32355555555556,0.0,2021,-6.323555555555558
,,,Connecticut,Cheshire school district,,0.0,900750.0,2517,78.0,54.32355555555556,0.0,2021,23.67644444444444
,,,Connecticut,Clinton school district,,0.0,900810.0,1035,68.0,54.32355555555556,0.0,2021,13.676444444444442
,,,Connecticut,Colchester school district,,0.0,900840.0,1417,69.0,54.32355555555556,0.0,2021,14.676444444444442
,,,Connecticut,Columbia school district,,0.0,900900.0,292,64.0,54.32355555555556,0.0,2021,9.676444444444442
,,,Connecticut,Cooperative educational servi,,0.0,900910.0,422,37.0,54.32355555555556,0.0,2021,-17.323555555555558
,,,Connecticut,Coventry school district,,0.0,900960.0,857,67.0,54.32355555555556,0.0,2021,12.676444444444442
,,,Connecticut,Cromwell school district,,0.0,900990.0,1082,65.0,54.32355555555556,0.0,2021,10.676444444444442
,,,Connecticut,Danbury school district,,0.0,901020.0,4827,47.0,54.32355555555556,0.0,2021,-7.323555555555558
,,,Connecticut,Darien school district,,0.0,901050.0,2554,85.0,54.32355555555556,0.0,2021,30.67644444444444
,,,Connecticut,Deep river school district,,0.0,901080.0,201,67.0,54.32355555555556,0.0,2021,12.676444444444442
,,,Connecticut,Derby school district,,0.0,901110.0,771,42.0,54.32355555555556,0.0,2021,-12.323555555555558
,,,Connecticut,East granby school district,,0.0,901170.0,473,71.0,54.32355555555556,0.0,2021,16.676444444444442
,,,Connecticut,East haddam school district,,0.0,901200.0,589,70.0,54.32355555555556,0.0,2021,15.676444444444442
,,,Connecticut,East hampton school district,,0.0,901230.0,992,64.0,54.32355555555556,0.0,2021,9.676444444444442
,,,Connecticut,East hartford school district,,0.0,901260.0,3455,33.0,54.32355555555556,0.0,2021,-21.32355555555556
,,,Connecticut,East haven school district,,0.0,901290.0,1561,45.0,54.32355555555556,0.0,2021,-9.323555555555558
,,,Connecticut,East lyme school district,,0.0,901320.0,1448,77.0,54.32355555555556,0.0,2021,22.67644444444444
,,,Connecticut,East windsor school district,,0.0,901350.0,550,49.0,54.32355555555556,0.0,2021,-5.323555555555558
,,,Connecticut,Easton school district,,0.0,901410.0,632,75.0,54.32355555555556,0.0,2021,20.67644444444444
,,,Connecticut,Ellington school district,,0.0,901440.0,1445,72.0,54.32355555555556,0.0,2021,17.676444444444442
,,,Connecticut,Enfield school district,,0.0,901470.0,2603,55.0,54.32355555555556,0.0,2021,0.6764444444444422
,,,Connecticut,Essex school district,,0.0,901500.0,261,82.0,54.32355555555556,0.0,2021,27.67644444444444
,,,Connecticut,Fairfield school district,,0.0,901530.0,5497,74.0,54.32355555555556,0.0,2021,19.67644444444444
,,,Connecticut,Farmington school district,,0.0,901560.0,2145,77.0,54.32355555555556,0.0,2021,22.67644444444444
,,,Connecticut,Glastonbury school district,,0.0,901620.0,3430,77.0,54.32355555555556,0.0,2021,22.67644444444444
,,,Connecticut,Granby school district,,0.0,901680.0,1018,75.0,54.32355555555556,0.0,2021,20.67644444444444
,,,Connecticut,Greenwich school district,,0.0,901710.0,4565,78.0,54.32355555555556,0.0,2021,23.67644444444444
,,,Connecticut,Griswold school district,,0.0,901740.0,948,60.0,54.32355555555556,0.0,2021,5.676444444444442
,,,Connecticut,Groton school district,,0.0,901770.0,2097,53.0,54.32355555555556,0.0,2021,-1.3235555555555578
,,,Connecticut,Guilford school district,,0.0,901800.0,1887,80.0,54.32355555555556,0.0,2021,25.67644444444444
,,,Connecticut,Hamden school district,,0.0,901860.0,2756,54.0,54.32355555555556,0.0,2021,-0.3235555555555578
,,,Connecticut,Hartford school district,,0.0,901920.0,9898,27.0,54.32355555555556,0.0,2021,-27.32355555555556
,,,Connecticut,Hebron school district,,0.0,902010.0,492,64.0,54.32355555555556,0.0,2021,9.676444444444442
,,,Connecticut,Killingly school district,,0.0,902070.0,1224,53.0,54.32355555555556,0.0,2021,-1.3235555555555578
,,,Connecticut,Lebanon school district,,0.0,902130.0,560,62.0,54.32355555555556,0.0,2021,7.676444444444442
,,,Connecticut,Ledyard school district,,0.0,902160.0,1261,62.0,54.32355555555556,0.0,2021,7.676444444444442
,,,Connecticut,Lisbon school district,,0.0,902190.0,258,64.0,54.32355555555556,0.0,2021,9.676444444444442
,,,Connecticut,Litchfield school district,,0.0,902220.0,561,68.0,54.32355555555556,0.0,2021,13.676444444444442
,,,Connecticut,Madison school district,,0.0,902280.0,1333,74.0,54.32355555555556,0.0,2021,19.67644444444444
,,,Connecticut,Manchester school district,,0.0,902310.0,2856,39.0,54.32355555555556,0.0,2021,-15.323555555555558
,,,Connecticut,Mansfield school district,,0.0,902340.0,727,79.0,54.32355555555556,0.0,2021,24.67644444444444
,,,Connecticut,Marlborough school district,,0.0,902370.0,368,75.0,54.32355555555556,0.0,2021,20.67644444444444
,,,Connecticut,Meriden school district,,0.0,902400.0,3788,39.0,54.32355555555556,0.0,2021,-15.323555555555558
,,,Connecticut,Middletown school district,,0.0,902490.0,2439,52.0,54.32355555555556,0.0,2021,-2.323555555555558
,,,Connecticut,Milford school district,,0.0,902520.0,3261,62.0,54.32355555555556,0.0,2021,7.676444444444442
,,,Connecticut,Monroe school district,,0.0,902550.0,1723,84.0,54.32355555555556,0.0,2021,29.67644444444444
,,,Connecticut,Montville school district,,0.0,902580.0,1236,57.0,54.32355555555556,0.0,2021,2.676444444444442
,,,Connecticut,Naugatuck school district,,0.0,902640.0,2247,48.0,54.32355555555556,0.0,2021,-6.323555555555558
,,,Connecticut,New britain school district,,0.0,902670.0,4758,24.0,54.32355555555556,0.0,2021,-30.32355555555556
,,,Connecticut,New canaan school district,,0.0,902700.0,2211,82.0,54.32355555555556,0.0,2021,27.67644444444444
,,,Connecticut,New fairfield school district,,0.0,902730.0,1211,65.0,54.32355555555556,0.0,2021,10.676444444444442
,,,Connecticut,New hartford school district,,0.0,902760.0,299,75.0,54.32355555555556,0.0,2021,20.67644444444444
,,,Connecticut,New haven school district,,0.0,902790.0,9593,29.0,54.32355555555556,0.0,2021,-25.32355555555556
,,,Connecticut,New london school district,,0.0,902820.0,1557,30.0,54.32355555555556,0.0,2021,-24.32355555555556
,,,Connecticut,New milford school district,,0.0,902850.0,2145,53.0,54.32355555555556,0.0,2021,-1.3235555555555578
,,,Connecticut,Newington school district,,0.0,902880.0,2179,61.0,54.32355555555556,0.0,2021,6.676444444444442
,,,Connecticut,Newtown school district,,0.0,902910.0,2500,74.0,54.32355555555556,0.0,2021,19.67644444444444
,,,Connecticut,North branford school distric,,0.0,902970.0,1050,52.0,54.32355555555556,0.0,2021,-2.323555555555558
,,,Connecticut,North haven school district,,0.0,903030.0,1458,53.0,54.32355555555556,0.0,2021,-1.3235555555555578
,,,Connecticut,North stonington school distr,,0.0,903060.0,377,68.0,54.32355555555556,0.0,2021,13.676444444444442
,,,Connecticut,Norwalk school district,,0.0,903090.0,5621,48.0,54.32355555555556,0.0,2021,-6.323555555555558
,,,Connecticut,Norwich school district,,0.0,903120.0,2228,30.0,54.32355555555556,0.0,2021,-24.32355555555556
,,,Connecticut,Old saybrook school district,,0.0,903180.0,739,70.0,54.32355555555556,0.0,2021,15.676444444444442
,,,Connecticut,Orange school district,,0.0,903210.0,702,79.0,54.32355555555556,0.0,2021,24.67644444444444
,,,Connecticut,Oxford school district,,0.0,903240.0,1116,71.0,54.32355555555556,0.0,2021,16.676444444444442
,,,Connecticut,Plainfield school district,,0.0,903270.0,1177,47.0,54.32355555555556,0.0,2021,-7.323555555555558
,,,Connecticut,Plainville school district,,0.0,903300.0,1257,56.0,54.32355555555556,0.0,2021,1.6764444444444422
,,,Connecticut,Plymouth school district,,0.0,903330.0,785,51.0,54.32355555555556,0.0,2021,-3.323555555555558
,,,Connecticut,Pomfret school district,,0.0,903360.0,294,73.0,54.32355555555556,0.0,2021,18.67644444444444
,,,Connecticut,Portland school district,,0.0,903390.0,702,78.0,54.32355555555556,0.0,2021,23.67644444444444
,,,Connecticut,Preston school district,,0.0,903420.0,265,65.0,54.32355555555556,0.0,2021,10.676444444444442
,,,Connecticut,Learn,,0.0,903450.0,582,55.0,54.32355555555556,0.0,2021,0.6764444444444422
,,,Connecticut,Putnam school district,,0.0,903480.0,623,44.0,54.32355555555556,0.0,2021,-10.323555555555558
,,,Connecticut,Redding school district,,0.0,903510.0,647,76.0,54.32355555555556,0.0,2021,21.67644444444444
,,,Connecticut,Regional school district 06,,0.0,903515.0,412,62.0,54.32355555555556,0.0,2021,7.676444444444442
,,,Connecticut,Regional school district 10,,0.0,903520.0,1351,74.0,54.32355555555556,0.0,2021,19.67644444444444
,,,Connecticut,Regional school district 12,,0.0,903530.0,410,72.0,54.32355555555556,0.0,2021,17.676444444444442
,,,Connecticut,Regional school district 13,,0.0,903535.0,1010,65.0,54.32355555555556,0.0,2021,10.676444444444442
,,,Connecticut,Regional school district 14,,0.0,903536.0,885,63.0,54.32355555555556,0.0,2021,8.676444444444442
,,,Connecticut,Regional school district 15,,0.0,903537.0,2145,78.0,54.32355555555556,0.0,2021,23.67644444444444
,,,Connecticut,Regional school district 16,,0.0,903538.0,1234,56.0,54.32355555555556,0.0,2021,1.6764444444444422
,,,Connecticut,Regional school district 17,,0.0,903539.0,1244,73.0,54.32355555555556,0.0,2021,18.67644444444444
,,,Connecticut,Regional school district 18,,0.0,903540.0,741,77.0,54.32355555555556,0.0,2021,22.67644444444444
,,,Connecticut,Regional school district 04,,0.0,903630.0,477,75.0,54.32355555555556,0.0,2021,20.67644444444444
,,,Connecticut,Regional school district 05,,0.0,903660.0,1112,69.0,54.32355555555556,0.0,2021,14.676444444444442
,,,Connecticut,Regional school district 07,,0.0,903720.0,505,60.0,54.32355555555556,0.0,2021,5.676444444444442
,,,Connecticut,Regional school district 08,,0.0,903750.0,818,68.0,54.32355555555556,0.0,2021,13.676444444444442
,,,Connecticut,Ridgefield school district,,0.0,903810.0,2575,82.0,54.32355555555556,0.0,2021,27.67644444444444
,,,Connecticut,Rocky hill school district,,0.0,903840.0,1223,73.0,54.32355555555556,0.0,2021,18.67644444444444
,,,Connecticut,Salem school district,,0.0,903900.0,268,75.0,54.32355555555556,0.0,2021,20.67644444444444
,,,Connecticut,Seymour school district,,0.0,903990.0,1252,56.0,54.32355555555556,0.0,2021,1.6764444444444422
,,,Connecticut,Shelton school district,,0.0,904050.0,2733,68.0,54.32355555555556,0.0,2021,13.676444444444442
,,,Connecticut,Simsbury school district,,0.0,904110.0,2327,79.0,54.32355555555556,0.0,2021,24.67644444444444
,,,Connecticut,Somers school district,,0.0,904140.0,830,67.0,54.32355555555556,0.0,2021,12.676444444444442
,,,Connecticut,South windsor school district,,0.0,904170.0,2038,70.0,54.32355555555556,0.0,2021,15.676444444444442
,,,Connecticut,Southington school district,,0.0,904230.0,3533,66.0,54.32355555555556,0.0,2021,11.676444444444442
,,,Connecticut,Sprague school district,,0.0,904260.0,230,53.0,54.32355555555556,0.0,2021,-1.3235555555555578
,,,Connecticut,Stafford school district,,0.0,904290.0,810,66.0,54.32355555555556,0.0,2021,11.676444444444442
,,,Connecticut,Stamford school district,,0.0,904320.0,7819,49.0,54.32355555555556,0.0,2021,-5.323555555555558
,,,Connecticut,Sterling school district,,0.0,904350.0,317,45.0,54.32355555555556,0.0,2021,-9.323555555555558
,,,Connecticut,Stonington school district,,0.0,904380.0,1015,66.0,54.32355555555556,0.0,2021,11.676444444444442
,,,Connecticut,Stratford school district,,0.0,904440.0,3745,51.0,54.32355555555556,0.0,2021,-3.323555555555558
,,,Connecticut,Suffield school district,,0.0,904470.0,1235,71.0,54.32355555555556,0.0,2021,16.676444444444442
,,,Connecticut,Thomaston school district,,0.0,904500.0,504,56.0,54.32355555555556,0.0,2021,1.6764444444444422
,,,Connecticut,Thompson school district,,0.0,904530.0,550,51.0,54.32355555555556,0.0,2021,-3.323555555555558
,,,Connecticut,Tolland school district,,0.0,904560.0,1431,70.0,54.32355555555556,0.0,2021,15.676444444444442
,,,Connecticut,Torrington school district,,0.0,904590.0,2223,48.0,54.32355555555556,0.0,2021,-6.323555555555558
,,,Connecticut,Trumbull school district,,0.0,904620.0,3197,71.0,54.32355555555556,0.0,2021,16.676444444444442
,,,Connecticut,Vernon school district,,0.0,904680.0,1571,45.0,54.32355555555556,0.0,2021,-9.323555555555558
,,,Connecticut,Wallingford school district,,0.0,904740.0,3209,57.0,54.32355555555556,0.0,2021,2.676444444444442
,,,Connecticut,Waterbury school district,,0.0,904830.0,9366,26.0,54.32355555555556,0.0,2021,-28.32355555555556
,,,Connecticut,Waterford school district,,0.0,904860.0,1414,66.0,54.32355555555556,0.0,2021,11.676444444444442
,,,Connecticut,Watertown school district,,0.0,904890.0,1399,60.0,54.32355555555556,0.0,2021,5.676444444444442
,,,Connecticut,West hartford school district,,0.0,904920.0,5047,72.0,54.32355555555556,0.0,2021,17.676444444444442
,,,Connecticut,West haven school district,,0.0,904950.0,3089,45.0,54.32355555555556,0.0,2021,-9.323555555555558
,,,Connecticut,Westbrook school district,,0.0,904980.0,341,80.0,54.32355555555556,0.0,2021,25.67644444444444
,,,Connecticut,Weston school district,,0.0,905010.0,1248,78.0,54.32355555555556,0.0,2021,23.67644444444444
,,,Connecticut,Westport school district,,0.0,905040.0,2798,85.0,54.32355555555556,0.0,2021,30.67644444444444
,,,Connecticut,Wethersfield school district,,0.0,905070.0,1813,56.0,54.32355555555556,0.0,2021,1.6764444444444422
,,,Connecticut,Willington school district,,0.0,905100.0,278,54.0,54.32355555555556,0.0,2021,-0.3235555555555578
,,,Connecticut,Wilton school district,,0.0,905130.0,2331,73.0,54.32355555555556,0.0,2021,18.67644444444444
,,,Connecticut,Winchester school district,,0.0,905160.0,311,43.0,54.32355555555556,0.0,2021,-11.323555555555558
,,,Connecticut,Windham school district,,0.0,905190.0,1555,28.0,54.32355555555556,0.0,2021,-26.32355555555556
,,,Connecticut,Windsor school district,,0.0,905220.0,1461,46.0,54.32355555555556,0.0,2021,-8.323555555555558
,,,Connecticut,Windsor locks school district,,0.0,905250.0,871,44.0,54.32355555555556,0.0,2021,-10.323555555555558
,,,Connecticut,Wolcott school district,,0.0,905280.0,1339,61.0,54.32355555555556,0.0,2021,6.676444444444442
,,,Connecticut,Woodbridge school district,,0.0,905310.0,425,72.0,54.32355555555556,0.0,2021,17.676444444444442
,,,Connecticut,Woodstock school district,,0.0,905370.0,588,71.0,54.32355555555556,0.0,2021,16.676444444444442
,,,Connecticut,Norwich free academy,,0.0,905371.0,499,43.0,54.32355555555556,0.0,2021,-11.323555555555558
,,,Connecticut,The gilbert school,,0.0,905372.0,234,32.0,54.32355555555556,0.0,2021,-22.32355555555556
,,,Delaware,Charter school of wilmington,,0.0,1000004.0,244,98.0,54.32355555555556,0.0,2021,43.67644444444444
,,,Delaware,East side charter school,,0.0,1000006.0,246,20.0,54.32355555555556,0.0,2021,-34.32355555555556
,,,Delaware,Campus community charter school,,0.0,1000007.0,270,62.0,54.32355555555556,0.0,2021,7.676444444444442
,,,Delaware,Edison (thomas a.) charter school,,0.0,1000010.0,460,34.0,54.32355555555556,0.0,2021,-20.32355555555556
,,,Delaware,Sussex academy of arts & sciences,,0.0,1000011.0,364,96.0,54.32355555555556,0.0,2021,41.67644444444444
,,,Delaware,Kuumba academy charter school,,0.0,1000014.0,222,45.0,54.32355555555556,0.0,2021,-9.323555555555558
,,,Delaware,Newark charter school,,0.0,1000015.0,1047,93.0,54.32355555555556,0.0,2021,38.67644444444444
,,,Delaware,Providence creek academy charter school,,0.0,1000018.0,435,66.0,54.32355555555556,0.0,2021,11.676444444444442
